datetime,value,flag,location_id,parameter_id
2014-12-31 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-01 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-02 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-03 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-04 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-05 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-06 23:00:00,0.0057,0,KW102311,Q.B.d
2015-01-07 23:00:00,0.0017,0,KW102311,Q.B.d
2015-01-08 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-09 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-10 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-11 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-12 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-13 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-14 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-15 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-16 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-17 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-18 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-19 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-20 23:00:00,0.0001,0,KW102311,Q.B.d
2015-01-21 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-22 23:00:00,0.0007,0,KW102311,Q.B.d
2015-01-23 23:00:00,0.0061,0,KW102311,Q.B.d
2015-01-24 23:00:00,0.0067,0,KW102311,Q.B.d
2015-01-25 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-26 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-27 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-28 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-29 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-30 23:00:00,0.0,0,KW102311,Q.B.d
2015-01-31 23:00:00,0.0,0,KW102311,Q.B.d
2015-02-01 23:00:00,0.0,0,KW102311,Q.B.d
2015-02-02 23:00:00,0.0,0,KW102311,Q.B.d
2015-02-03 23:00:00,0.0,0,KW102311,Q.B.d
2015-02-04 23:00:00,0.0,0,KW102311,Q.B.d
2015-02-05 23:00:00,0.0,0,KW102311,Q.B.d
2015-02-06 23:00:00,0.0,0,KW102311,Q.B.d
2015-02-07 23:00:00,0.0082,0,KW102311,Q.B.d
2015-02-08 23:00:00,0.0183,0,KW102311,Q.B.d
2015-02-09 23:00:00,0.012,0,KW102311,Q.B.d
2015-02-10 23:00:00,0.0087,0,KW102311,Q.B.d
2015-02-11 23:00:00,0.0084,0,KW102311,Q.B.d
2015-02-12 23:00:00,0.0082,0,KW102311,Q.B.d
2015-02-13 23:00:00,0.0071,0,KW102311,Q.B.d
2015-02-14 23:00:00,0.0035,0,KW102311,Q.B.d
2015-02-15 23:00:00,0.0083,0,KW102311,Q.B.d
2015-02-16 23:00:00,0.005,0,KW102311,Q.B.d
2015-02-17 23:00:00,0.0299,0,KW102311,Q.B.d
2015-02-18 23:00:00,0.0315,0,KW102311,Q.B.d
2015-02-19 23:00:00,0.0307,0,KW102311,Q.B.d
2015-02-20 23:00:00,0.0209,0,KW102311,Q.B.d
2015-02-21 23:00:00,0.0,0,KW102311,Q.B.d
2015-02-22 23:00:00,0.0,0,KW102311,Q.B.d
2015-02-23 23:00:00,0.0,0,KW102311,Q.B.d
2015-02-24 23:00:00,0.0,0,KW102311,Q.B.d
2015-02-25 23:00:00,0.0307,0,KW102311,Q.B.d
2015-02-26 23:00:00,0.0082,0,KW102311,Q.B.d
2015-02-27 23:00:00,0.008,0,KW102311,Q.B.d
2015-02-28 23:00:00,0.0253,0,KW102311,Q.B.d
2015-03-01 23:00:00,0.0173,0,KW102311,Q.B.d
2015-03-02 23:00:00,0.0301,0,KW102311,Q.B.d
2015-03-03 23:00:00,0.0275,0,KW102311,Q.B.d
2015-03-04 23:00:00,0.0187,0,KW102311,Q.B.d
2015-03-05 23:00:00,0.0198,0,KW102311,Q.B.d
2015-03-06 23:00:00,0.0221,0,KW102311,Q.B.d
2015-03-07 23:00:00,0.0357,0,KW102311,Q.B.d
2015-03-08 23:00:00,0.021,0,KW102311,Q.B.d
2015-03-09 23:00:00,0.0359,0,KW102311,Q.B.d
2015-03-10 23:00:00,0.0359,0,KW102311,Q.B.d
2015-03-11 23:00:00,0.0313,0,KW102311,Q.B.d
2015-03-12 23:00:00,0.0301,0,KW102311,Q.B.d
2015-03-13 23:00:00,0.0297,0,KW102311,Q.B.d
2015-03-14 23:00:00,0.0359,0,KW102311,Q.B.d
2015-03-15 23:00:00,0.0323,0,KW102311,Q.B.d
2015-03-16 23:00:00,0.0255,0,KW102311,Q.B.d
2015-03-17 23:00:00,0.0308,0,KW102311,Q.B.d
2015-03-18 23:00:00,0.0293,0,KW102311,Q.B.d
2015-03-19 23:00:00,0.0299,0,KW102311,Q.B.d
2015-03-20 23:00:00,0.0242,0,KW102311,Q.B.d
2015-03-21 23:00:00,0.0248,0,KW102311,Q.B.d
2015-03-22 23:00:00,0.0301,0,KW102311,Q.B.d
2015-03-23 23:00:00,0.0231,0,KW102311,Q.B.d
2015-03-24 23:00:00,0.0263,0,KW102311,Q.B.d
2015-03-25 23:00:00,0.0462,0,KW102311,Q.B.d
2015-03-26 23:00:00,0.0105,0,KW102311,Q.B.d
2015-03-27 23:00:00,0.0357,0,KW102311,Q.B.d
2015-03-28 23:00:00,0.0232,0,KW102311,Q.B.d
2015-03-29 23:00:00,0.0117,0,KW102311,Q.B.d
2015-03-30 23:00:00,0.0,0,KW102311,Q.B.d
2015-03-31 23:00:00,0.0,0,KW102311,Q.B.d
2015-04-01 23:00:00,0.0,0,KW102311,Q.B.d
2015-04-02 23:00:00,0.0,0,KW102311,Q.B.d
2015-04-03 23:00:00,0.0,0,KW102311,Q.B.d
2015-04-04 23:00:00,0.0144,0,KW102311,Q.B.d
2015-04-05 23:00:00,0.0236,0,KW102311,Q.B.d
2015-04-06 23:00:00,0.0128,0,KW102311,Q.B.d
2015-04-07 23:00:00,0.0234,0,KW102311,Q.B.d
2015-04-08 23:00:00,0.0135,0,KW102311,Q.B.d
2015-04-09 23:00:00,0.0191,0,KW102311,Q.B.d
2015-04-10 23:00:00,0.0356,0,KW102311,Q.B.d
2015-04-11 23:00:00,0.0213,0,KW102311,Q.B.d
