datetime,value,flag,location_id,parameter_id
2015-09-01 23:00:00,1159.5486,0,KW760301,Q.G.d
2015-09-02 23:00:00,1151.8055,0,KW760301,Q.G.d
2015-09-03 23:00:00,1185.9305,0,KW760301,Q.G.d
2015-09-04 23:00:00,1199.9375,0,KW760301,Q.G.d
2015-09-05 23:00:00,1170.2625,0,KW760301,Q.G.d
2015-09-06 23:00:00,1144.4125,0,KW760301,Q.G.d
2015-09-07 23:00:00,1120.4375,0,KW760301,Q.G.d
2015-09-08 23:00:00,1099.5764,0,KW760301,Q.G.d
2015-09-09 23:00:00,1089.3055,0,KW760301,Q.G.d
2015-09-10 23:00:00,1067.125,0,KW760301,Q.G.d
2015-09-11 23:00:00,1049.7611,0,KW760301,Q.G.d
2015-09-12 23:00:00,1032.7084,0,KW760301,Q.G.d
2015-09-13 23:00:00,1018.9097,0,KW760301,Q.G.d
2015-09-14 23:00:00,1054.5416,0,KW760301,Q.G.d
2015-09-15 23:00:00,1044.3125,0,KW760301,Q.G.d
2015-09-16 23:00:00,1030.0278,0,KW760301,Q.G.d
2015-09-17 23:00:00,1072.8334,0,KW760301,Q.G.d
2015-09-18 23:00:00,1177.6306,0,KW760301,Q.G.d
2015-09-19 23:00:00,1328.743,0,KW760301,Q.G.d
2015-09-20 23:00:00,1358.0278,0,KW760301,Q.G.d
2015-09-21 23:00:00,1300.3472,0,KW760301,Q.G.d
2015-09-22 23:00:00,1276.9667,0,KW760301,Q.G.d
2015-09-23 23:00:00,1267.9028,0,KW760301,Q.G.d
2015-09-24 23:00:00,1270.8472,0,KW760301,Q.G.d
2015-09-25 23:00:00,1273.2639,0,KW760301,Q.G.d
2015-09-26 23:00:00,1272.8611,0,KW760301,Q.G.d
2015-09-27 23:00:00,1254.9652,0,KW760301,Q.G.d
2015-09-28 23:00:00,1241.8055,0,KW760301,Q.G.d
2015-09-29 23:00:00,1222.2778,0,KW760301,Q.G.d
2015-09-30 23:00:00,1180.8055,0,KW760301,Q.G.d
2015-10-01 23:00:00,1139.4652,0,KW760301,Q.G.d
2015-10-02 23:00:00,1108.2222,0,KW760301,Q.G.d
2015-10-03 23:00:00,1076.7291,0,KW760301,Q.G.d
2015-10-04 23:00:00,1042.9305,0,KW760301,Q.G.d
2015-10-05 23:00:00,1018.2986,0,KW760301,Q.G.d
2015-10-06 23:00:00,1017.8055,0,KW760301,Q.G.d
2015-10-07 23:00:00,1045.507,0,KW760301,Q.G.d
2015-10-08 23:00:00,1067.1875,0,KW760301,Q.G.d
2015-10-09 23:00:00,1093.8472,0,KW760301,Q.G.d
2015-10-10 23:00:00,1092.632,0,KW760301,Q.G.d
2015-10-11 23:00:00,1095.3556,0,KW760301,Q.G.d
2015-10-12 23:00:00,1086.0278,0,KW760301,Q.G.d
2015-10-13 23:00:00,1065.493,0,KW760301,Q.G.d
2015-10-14 23:00:00,1046.7014,0,KW760301,Q.G.d
2015-10-15 23:00:00,1042.5416,0,KW760301,Q.G.d
2015-10-16 23:00:00,1072.7944,0,KW760301,Q.G.d
2015-10-17 23:00:00,1113.2848,0,KW760301,Q.G.d
2015-10-18 23:00:00,1114.75,0,KW760301,Q.G.d
2015-10-19 23:00:00,1121.9076,0,KW760301,Q.G.d
2015-10-20 23:00:00,1112.2639,0,KW760301,Q.G.d
2015-10-21 23:00:00,1101.0042,0,KW760301,Q.G.d
2015-10-22 23:00:00,1089.6389,0,KW760301,Q.G.d
2015-10-23 23:00:00,1081.625,0,KW760301,Q.G.d
2015-10-24 23:00:00,1082.4097,0,KW760301,Q.G.d
2015-10-25 23:00:00,1064.2263,0,KW760301,Q.G.d
2015-10-26 23:00:00,1056.5209,0,KW760301,Q.G.d
2015-10-27 23:00:00,1030.4097,0,KW760301,Q.G.d
2015-10-28 23:00:00,1016.9305,0,KW760301,Q.G.d
2015-10-29 23:00:00,997.632,0,KW760301,Q.G.d
2015-10-30 23:00:00,982.4514,0,KW760301,Q.G.d
2015-10-31 23:00:00,972.6667,0,KW760301,Q.G.d
2015-11-01 23:00:00,962.9916,0,KW760301,Q.G.d
2015-11-02 23:00:00,950.582,0,KW760301,Q.G.d
2015-11-03 23:00:00,950.6528,0,KW760301,Q.G.d
2015-11-04 23:00:00,952.993,0,KW760301,Q.G.d
2015-11-05 23:00:00,941.9326,0,KW760301,Q.G.d
2015-11-06 23:00:00,945.0486,0,KW760301,Q.G.d
2015-11-07 23:00:00,945.4194,0,KW760301,Q.G.d
2015-11-08 23:00:00,944.8958,0,KW760301,Q.G.d
2015-11-09 23:00:00,939.0764,0,KW760301,Q.G.d
2015-11-10 23:00:00,942.2986,0,KW760301,Q.G.d
2015-11-11 23:00:00,925.8195,0,KW760301,Q.G.d
2015-11-12 23:00:00,910.7278,0,KW760301,Q.G.d
2015-11-13 23:00:00,903.7847,0,KW760301,Q.G.d
2015-11-14 23:00:00,902.8472,0,KW760301,Q.G.d
